Accident_Severity,Time,Road_Surface_Conditions,Weather_Conditions,Urban_or_Rural_Area,Number_of_Vehicles
3,"17:10",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,1
3,"14:14",Dry,"Fine without high winds",1,1
2,"11:10",Wet,"Raining without high winds",1,1
3,"08:40",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
3,"15:29",Dry,"Fine without high winds",1,2
3,"15:50",Wet,"Raining without high winds",1,1
3,"09:40",Dry,"Fine without high winds",1,3
3,"17:48",Dry,"Fine without high winds",1,1
3,"14:54",Dry,"Fine without high winds",1,1
3,"11:50",Dry,"Fine without high winds",1,2
3,"19:03",Wet,"Raining without high winds",1,2
3,"13:55",Dry,"Fine without high winds",1,1
3,"13:20",Dry,"Fine without high winds",1,1
3,"20:45",Wet,"Raining without high winds",1,2
2,"09:56",Dry,"Fine without high winds",1,1
2,"08:00",Wet,"Raining without high winds",1,2
3,"16:12",Dry,"Fine without high winds",1,1
2,"18:23",Dry,"Fine without high winds",1,2
3,"18:40",Wet,"Raining without high winds",1,2
3,"10:07",Dry,"Fine without high winds",1,2
3,"10:50",Dry,"Fine without high winds",1,2
3,"08:18",Dry,"Fine without high winds",1,2
2,"11:00",Wet,"Raining without high winds",1,3
2,"00:50",Dry,"Fine without high winds",1,2
3,"09:20",Dry,"Fine without high winds",1,1
3,"17:50",Dry,"Fine without high winds",1,1
3,"07:10",Wet,"Raining without high winds",1,2
3,"16:05",Dry,"Fine without high winds",1,2
3,"01:00",Wet,"Raining without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,1
2,"13:16",Dry,"Fine without high winds",1,2
2,"13:08",Dry,"Fine without high winds",1,1
3,"15:24",Dry,"Fine without high winds",1,2
3,"16:35",Dry,"Fine without high winds",1,2
3,"18:10",Dry,"Fine without high winds",1,2
3,"08:22",Wet,"Fine with high winds",1,2
3,"22:40",Dry,"Fine without high winds",1,2
3,"19:24",Dry,"Fine without high winds",1,2
3,"21:35",Wet,"Raining without high winds",1,2
3,"09:53",Dry,"Fine without high winds",1,2
3,"19:44",Wet,"Raining without high winds",1,2
3,"16:14",Dry,"Fine without high winds",1,2
3,"10:00",Dry,"Fine without high winds",1,2
3,"14:20",Dry,"Fine without high winds",1,2
2,"09:50",Dry,"Fine without high winds",1,1
3,"18:20",Dry,"Fine without high winds",1,2
3,"16:16",Dry,"Fine without high winds",1,1
3,"14:10",Dry,"Fine without high winds",1,2
3,"12:06",Dry,"Fine without high winds",1,1
3,"17:04",Dry,"Fine without high winds",1,2
3,"13:10",Dry,"Fine without high winds",1,2
3,"12:01",Dry,"Fine without high winds",1,2
3,"15:13",Dry,"Fine without high winds",1,2
3,"10:43",Wet,"Raining without high winds",1,2
3,"18:25",Wet,"Raining without high winds",1,2
2,"23:40",Dry,"Fine without high winds",1,1
3,"09:10",Dry,"Fine without high winds",1,2
3,"07:04",Dry,"Fine without high winds",1,2
3,"18:09",Wet,"Raining without high winds",1,2
2,"08:50",Dry,"Fine without high winds",1,1
3,"11:05",Dry,"Fine without high winds",1,1
3,"15:57",Dry,"Fine without high winds",1,2
3,"12:20",Dry,"Fine without high winds",1,1
3,"01:20",Dry,"Fine without high winds",1,2
3,"10:45",Dry,"Fine without high winds",1,2
3,"14:25",Dry,"Fine without high winds",1,1
3,"18:20",Dry,"Fine without high winds",1,2
3,"20:05",Dry,"Fine with high winds",1,2
3,"10:25",Dry,"Fine without high winds",1,1
3,"18:30",Wet,"Raining without high winds",1,2
3,"12:08",Dry,"Fine without high winds",1,2
2,"17:30",Dry,"Fine without high winds",1,2
3,"13:01",Dry,"Fine without high winds",1,2
3,"10:10",Dry,"Fine without high winds",1,2
3,"09:15",Dry,"Fine without high winds",1,2
3,"11:20",Dry,"Fine without high winds",1,2
3,"07:40",Dry,"Fine without high winds",1,2
3,"08:45",Wet,"Raining without high winds",1,1
3,"09:50",Dry,"Fine without high winds",1,2
3,"21:40",Dry,"Fine without high winds",1,1
3,"11:45",Dry,"Fine without high winds",1,2
3,"13:52",Dry,"Fine without high winds",1,1
3,"09:35",Dry,"Fine without high winds",1,2
3,"03:35",Wet,"Raining without high winds",1,1
3,"13:07",Dry,"Fine without high winds",1,1
3,"15:25",Dry,"Fine without high winds",1,2
3,"07:50",Dry,"Fine without high winds",1,2
3,"06:30",Dry,"Fine without high winds",1,2
2,"19:45",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,2
3,"12:09",Wet,"Fine without high winds",1,2
3,"07:15",Dry,"Fine without high winds",1,2
3,"14:35",Dry,"Fine without high winds",1,1
3,"16:47",Wet,"Raining without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"01:45",Wet,"Fine without high winds",1,1
3,"19:30",Wet,"Raining without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,1
3,"15:10",Dry,"Fine without high winds",1,2
3,"15:55",Dry,"Fine without high winds",1,2
2,"16:15",Dry,"Fine without high winds",1,2
3,"18:45",Dry,"Fine without high winds",1,2
3,"16:32",Dry,"Fine without high winds",1,2
2,"16:30",Wet,"Other",1,1
3,"10:24",Dry,"Fine without high winds",1,2
3,"16:08",Wet,"Raining without high winds",1,2
3,"05:15",Dry,"Fine without high winds",1,2
3,"22:08",Dry,"Fine without high winds",1,2
3,"23:36",Dry,"Fine without high winds",1,1
3,"16:40",Dry,"Fine without high winds",1,2
3,"00:55",Dry,"Fine without high winds",1,1
3,"07:10",Dry,"Fine without high winds",1,2
3,"21:30",Frost,"Fine without high winds",1,2
3,"18:15",Dry,"Fine without high winds",1,2
3,"11:05",Dry,"Fine without high winds",1,2
3,"01:47",Wet,"Fine without high winds",1,1
3,"08:21",Dry,"Fine without high winds",1,2
3,"15:28",Dry,"Fine without high winds",1,1
2,"01:07",Dry,"Fine without high winds",1,1
3,"16:30",Dry,"Fine without high winds",1,2
2,"11:05",Dry,"Fine without high winds",1,1
3,"15:45",Dry,"Fine without high winds",1,2
2,"11:29",Wet,"Fine without high winds",1,2
2,"16:20",Dry,"Fine without high winds",1,1
3,"18:14",Dry,"Fine without high winds",1,1
3,"16:16",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,1
3,"18:45",Dry,"Fine without high winds",1,2
3,"12:35",Wet,"Fine without high winds",1,2
2,"19:00",Dry,"Fine without high winds",1,1
3,"14:20",Dry,"Fine without high winds",1,1
2,"11:20",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
3,"14:57",Dry,"Fine without high winds",1,1
3,"11:29",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
3,"00:41",Dry,"Fine without high winds",1,1
3,"03:27",Dry,"Fine without high winds",1,1
3,"20:10",Dry,"Fine without high winds",1,2
3,"16:40",Wet,"Raining with high winds",1,2
3,"18:00",Wet,"Fog or mist",1,1
3,"09:20",Wet,"Fine without high winds",1,1
3,"12:40",Dry,"Fine without high winds",1,2
3,"17:05",Dry,"Fine without high winds",1,2
3,"10:40",Dry,"Other",1,1
2,"21:25",Dry,"Fine without high winds",1,1
3,"22:20",Dry,"Fine without high winds",1,2
3,"06:44",Dry,"Fine without high winds",1,5
3,"11:55",Dry,"Fine without high winds",1,2
3,"10:05",Dry,"Fine without high winds",1,1
2,"05:50",Dry,"Fine without high winds",1,2
3,"13:20",Dry,"Fine without high winds",1,2
3,"21:29",Dry,"Fine without high winds",1,2
3,"10:32",Wet,"Snowing without high winds",1,1
3,"14:00",Dry,"Fine without high winds",1,3
3,"21:30",Dry,"Fine without high winds",1,2
2,"08:30",Dry,"Fine without high winds",1,1
3,"17:15",Dry,"Fine without high winds",1,2
2,"19:23",Dry,"Fine without high winds",1,2
3,"22:50",Dry,"Fine without high winds",1,2
3,"20:50",Dry,"Fine without high winds",1,2
3,"10:02",Dry,"Fine without high winds",1,3
3,"02:45",Wet,"Raining without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,1
2,"18:05",Dry,"Fine without high winds",1,2
2,"10:00",Dry,"Fine without high winds",1,2
2,"15:00",Wet,"Raining without high winds",1,2
2,"11:59",Wet,"Raining without high winds",1,1
3,"02:45",Wet,"Raining without high winds",1,3
3,"14:22",Dry,"Fine without high winds",1,1
3,"12:25",Dry,"Fine without high winds",1,1
3,"07:30",Dry,"Fine without high winds",1,2
3,"00:30",Dry,"Fine without high winds",1,2
3,"14:35",Dry,"Fine without high winds",1,2
2,"17:45",Wet,"Raining without high winds",1,1
2,"22:30",Dry,"Fine without high winds",1,1
3,"15:30",Dry,"Fine without high winds",1,2
3,"04:52",Dry,"Fine without high winds",1,1
3,"23:20",Wet,"Raining without high winds",1,2
3,"16:00",Wet,"Raining without high winds",1,1
3,"18:50",Wet,"Raining without high winds",1,1
3,"08:25",Dry,"Fine without high winds",1,1
3,"16:20",Dry,"Fine without high winds",1,2
3,"21:00",Dry,"Fine without high winds",1,1
3,"13:05",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,1
3,"16:00",Dry,"Fine without high winds",1,1
3,"09:20",Dry,"Fine without high winds",1,2
3,"11:15",Wet,"Snowing without high winds",1,2
3,"19:05",Dry,"Fine without high winds",1,2
2,"07:25",Dry,"Fine without high winds",1,1
3,"11:40",Dry,"Fine without high winds",1,2
3,"15:10",Dry,"Fine without high winds",1,2
2,"13:31",Wet,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,2
3,"10:05",Dry,"Fine without high winds",1,3
2,"22:26",Wet,"Raining without high winds",1,2
2,"15:15",Dry,"Fine without high winds",1,2
3,"21:15",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,1
3,"10:41",Dry,"Fine without high winds",1,1
3,"17:00",Dry,"Fine without high winds",1,1
3,"11:26",Dry,"Fine without high winds",1,1
3,"06:35",Dry,"Fine without high winds",1,1
3,"08:30",Dry,"Fine without high winds",1,1
3,"07:13",Dry,"Fine without high winds",1,1
3,"09:45",Wet,"Fine without high winds",1,3
3,"15:30",Wet,"Other",1,1
3,"19:30",Dry,"Fine without high winds",1,2
3,"07:15",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,1
3,"19:05",Dry,"Fine without high winds",1,1
2,"20:50",Dry,"Fine without high winds",1,2
3,"18:00",Wet,"Other",1,1
3,"12:05",Dry,"Fine without high winds",1,2
3,"10:59",Dry,"Fine without high winds",1,3
3,"18:15",Dry,"Fine without high winds",1,2
3,"06:58",Dry,"Fine without high winds",1,2
3,"16:52",Dry,"Fine without high winds",1,1
3,"14:30",Wet,"Fine without high winds",1,2
3,"16:55",Wet,"Fine without high winds",1,1
3,"14:00",Dry,"Fine without high winds",1,2
3,"15:33",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,1
3,"08:40",Dry,"Fine without high winds",1,2
3,"06:50",Dry,"Fine without high winds",1,2
2,"13:30",Wet,"Fine without high winds",1,1
3,"09:05",Wet,"Fine without high winds",1,1
3,"12:55",Dry,"Fine without high winds",1,1
3,"13:45",Dry,"Fine without high winds",1,2
3,"09:55",Dry,"Fine without high winds",1,2
3,"14:45",Wet,"Fine without high winds",1,2
3,"15:40",Dry,"Fine without high winds",1,2
3,"16:17",Dry,"Fine without high winds",1,1
3,"09:08",Dry,"Fine without high winds",1,1
3,"12:26",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,2
3,"22:10",Dry,"Fine without high winds",1,2
3,"08:50",Dry,"Fine without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,2
1,"18:30",Dry,"Fine without high winds",1,2
3,"18:45",Dry,"Fine without high winds",1,2
3,"18:57",Wet,"Fine without high winds",1,3
3,"12:50",Dry,"Fine without high winds",1,1
3,"16:50",Wet,"Raining without high winds",1,1
2,"14:00",Dry,"Fine without high winds",1,1
3,"16:28",Dry,"Fine without high winds",1,1
3,"13:40",Dry,"Fine without high winds",1,2
3,"04:07",Dry,"Fine without high winds",1,1
3,"07:50",Dry,"Fine without high winds",1,2
3,"17:50",Dry,"Fine without high winds",1,2
3,"12:25",Dry,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,2
3,"23:37",Dry,"Fine without high winds",1,2
3,"07:15",Dry,"Fine without high winds",1,1
3,"08:45",Dry,"Fine without high winds",1,1
2,"18:10",Wet,"Raining without high winds",1,1
3,"16:26",Dry,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
3,"23:45",Dry,"Fine without high winds",1,2
2,"15:00",Dry,"Fine without high winds",1,1
3,"00:40",Dry,"Fine without high winds",1,1
3,"17:50",Dry,"Fine without high winds",1,1
3,"06:35",Dry,"Fine without high winds",1,2
3,"13:44",Dry,"Fine without high winds",1,2
3,"00:04",Dry,"Fine without high winds",1,1
3,"17:20",Dry,"Fine without high winds",1,1
3,"17:10",Dry,"Fine without high winds",1,2
3,"17:29",Dry,"Fine without high winds",1,2
3,"13:46",Wet,"Other",1,1
2,"08:00",Dry,"Fine without high winds",1,2
3,"13:15",Dry,"Fine without high winds",1,2
3,"22:37",Dry,"Fine without high winds",1,2
3,"08:15",Dry,"Fine without high winds",1,2
3,"10:35",Wet,"Fine without high winds",1,2
3,"09:20",Dry,"Fine without high winds",1,1
3,"13:15",Dry,"Fine without high winds",1,1
3,"08:40",Dry,"Fine without high winds",1,1
3,"13:52",Dry,"Fine without high winds",1,2
2,"16:29",Dry,"Fine without high winds",1,1
2,"23:00",Dry,"Unknown",1,1
3,"08:45",Dry,"Fine without high winds",1,1
3,"08:36",Dry,"Fine without high winds",1,1
3,"13:00",Dry,"Fine without high winds",1,1
3,"16:57",Wet,"Raining without high winds",1,2
3,"08:40",Dry,"Fine without high winds",1,2
3,"17:45",Wet,"Fine without high winds",1,1
3,"13:35",Dry,"Fine without high winds",1,2
3,"13:46",Wet,"Fine without high winds",1,3
3,"15:05",Dry,"Fine without high winds",1,1
3,"08:00",Dry,"Fine without high winds",1,2
3,"17:25",Dry,"Fine without high winds",1,1
3,"11:22",Dry,"Fine without high winds",1,1
3,"16:40",Dry,"Fine without high winds",1,1
2,"08:30",Dry,"Fine without high winds",1,1
3,"11:20",Dry,"Fine without high winds",1,2
3,"09:20",Dry,"Fine without high winds",1,2
3,"11:00",Dry,"Fine without high winds",1,2
3,"11:05",Dry,"Fine without high winds",1,2
3,"21:09",Dry,"Fine without high winds",1,2
3,"09:35",Dry,"Fine without high winds",1,2
3,"17:45",Dry,"Fine without high winds",1,2
3,"00:33",Dry,"Fine without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,2
3,"07:55",Dry,"Fine without high winds",1,2
3,"09:57",Dry,"Fine without high winds",1,2
3,"16:46",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
3,"19:23",Dry,"Fine without high winds",1,2
3,"07:25",Wet,"Raining without high winds",1,2
2,"13:15",Wet,"Raining without high winds",1,2
3,"10:15",Dry,"Fine without high winds",1,2
2,"17:00",Dry,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"10:45",Dry,"Fine without high winds",1,1
3,"13:00",Dry,"Fine without high winds",1,2
3,"14:39",Dry,"Fine without high winds",1,2
2,"08:00",Dry,"Fine without high winds",1,1
3,"09:00",Dry,"Fine without high winds",1,2
3,"09:50",Dry,"Fine without high winds",1,1
3,"14:15",Dry,"Fine without high winds",1,1
3,"20:20",Dry,"Fine without high winds",1,2
2,"17:00",Dry,"Fine without high winds",1,2
3,"08:55",Wet,"Other",1,2
3,"07:50",Dry,"Fine without high winds",1,2
3,"09:22",Dry,"Fine without high winds",1,2
3,"09:52",Dry,"Fine without high winds",1,2
3,"14:40",Dry,"Fine without high winds",1,1
3,"09:50",Dry,"Fine without high winds",1,2
2,"12:40",Dry,"Fine without high winds",1,2
3,"06:40",Dry,"Fine without high winds",1,2
3,"18:20",Dry,"Fine without high winds",1,3
3,"23:45",Dry,"Fine without high winds",1,1
3,"11:00",Wet,"Fine without high winds",1,1
3,"11:34",Dry,"Fine without high winds",1,1
3,"01:00",Dry,"Fine without high winds",1,1
2,"04:40",Dry,"Fine without high winds",1,2
3,"12:58",Dry,"Fine without high winds",1,2
2,"18:21",Dry,"Fine without high winds",1,2
2,"00:41",Dry,"Fine without high winds",1,2
3,"22:36",Dry,"Fine without high winds",1,2
3,"22:07",Dry,"Fine without high winds",1,1
3,"20:56",Dry,"Fine without high winds",1,1
2,"08:27",Dry,"Fine without high winds",1,2
3,"11:00",Dry,"Fine without high winds",1,2
3,"08:00",Dry,"Fine without high winds",1,2
3,"18:27",Dry,"Fine without high winds",1,2
3,"13:21",Dry,"Fine without high winds",1,1
2,"10:22",Dry,"Fine without high winds",1,1
3,"18:45",Dry,"Fine without high winds",1,2
3,"08:05",Dry,"Fine without high winds",1,2
3,"23:33",Dry,"Fine without high winds",1,1
3,"10:30",Dry,"Fine without high winds",1,2
3,"08:40",Wet,"Raining without high winds",1,2
3,"17:20",Dry,"Fine without high winds",1,2
3,"08:55",Dry,"Fine without high winds",1,2
3,"12:05",Dry,"Fine without high winds",1,2
3,"12:50",Dry,"Fine without high winds",1,1
3,"18:21",Dry,"Fine without high winds",1,2
3,"18:22",Dry,"Fine without high winds",1,1
3,"12:30",Dry,"Fine without high winds",1,2
3,"17:50",Dry,"Fine without high winds",1,2
3,"03:40",Dry,"Fine without high winds",1,2
3,"07:03",Dry,"Fine without high winds",1,3
3,"09:00",Dry,"Fine without high winds",1,2
3,"15:35",Dry,"Fine without high winds",1,2
3,"08:40",Dry,"Fine without high winds",1,2
2,"20:34",Dry,"Fine without high winds",1,2
2,"22:11",Dry,"Fine without high winds",1,2
3,"18:35",Dry,"Fine without high winds",1,2
3,"14:08",Dry,"Fine without high winds",1,2
3,"16:45",Dry,"Fine without high winds",1,2
3,"16:32",Dry,"Fine without high winds",1,2
2,"17:33",Dry,"Fine without high winds",1,2
3,"10:00",Dry,"Fine without high winds",1,1
3,"10:39",Wet,"Raining with high winds",1,2
3,"18:31",Dry,"Fine without high winds",1,2
3,"17:17",Dry,"Fine without high winds",1,1
3,"20:50",Dry,"Fine without high winds",1,1
3,"08:43",Wet,"Other",1,2
3,"17:23",Dry,"Fine without high winds",1,2
3,"10:45",Wet,"Other",1,1
3,"19:40",Dry,"Fine without high winds",1,2
3,"21:17",Wet,"Raining without high winds",1,3
3,"15:53",Dry,"Fine without high winds",1,2
3,"06:25",Wet,"Raining without high winds",1,2
3,"10:01",Dry,"Fine without high winds",1,2
2,"13:50",Wet,"Raining without high winds",1,2
3,"16:30",Dry,"Other",1,2
3,"21:25",Wet,"Raining without high winds",1,2
3,"11:00",Wet,"Raining without high winds",1,2
3,"16:40",Dry,"Fine without high winds",1,2
2,"17:50",Dry,"Fine without high winds",1,2
3,"08:50",Wet,"Raining without high winds",1,2
3,"18:25",Dry,"Fine without high winds",1,1
3,"19:15",Wet,"Fine with high winds",1,2
3,"22:31",Dry,"Fine without high winds",1,2
3,"08:55",Dry,"Fine without high winds",1,2
3,"08:35",Dry,"Fine without high winds",1,2
3,"14:05",Dry,"Fine without high winds",1,2
3,"11:52",Dry,"Fine without high winds",1,2
3,"13:39",Dry,"Fine without high winds",1,1
3,"12:04",Dry,"Fine without high winds",1,2
3,"09:32",Dry,"Fine without high winds",1,1
3,"22:10",Dry,"Fine without high winds",1,2
3,"14:05",Wet,"Fine with high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,2
3,"22:20",Dry,"Fine without high winds",1,1
2,"16:00",Dry,"Fine without high winds",1,1
3,"07:50",Dry,"Fine without high winds",1,1
3,"08:45",Dry,"Fine without high winds",1,2
3,"21:00",Dry,"Other",1,2
3,"22:30",Wet,"Raining without high winds",1,1
3,"14:31",Dry,"Fine without high winds",1,2
3,"15:25",Dry,"Fine without high winds",1,1
3,"01:21",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,1
3,"21:45",Dry,"Fine without high winds",1,2
3,"09:14",Wet,"Fine without high winds",1,2
3,"08:26",Wet,"Raining without high winds",1,1
3,"07:10",Wet,"Fine without high winds",1,2
3,"17:45",Dry,"Fine without high winds",1,2
3,"23:15",Dry,"Fine without high winds",1,2
3,"09:50",Dry,"Fine without high winds",1,2
3,"18:10",Dry,"Fine without high winds",1,1
3,"09:02",Dry,"Fine without high winds",1,2
3,"17:55",Dry,"Fine without high winds",1,1
3,"00:10",Dry,"Fine without high winds",1,1
3,"09:15",Wet,"Fine without high winds",1,2
2,"07:21",Dry,"Other",1,2
3,"14:20",Dry,"Fine without high winds",1,1
3,"05:05",Dry,"Fine without high winds",1,2
3,"16:39",Dry,"Fine without high winds",1,2
3,"10:55",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
